State 1,State 2,Year,Gender,Age Group,Type of Area,Literacy Rate (%)
Tamil,Nadu,2010,Female,25-34,Urban,"66.03"
Tamil,Nadu,2010,Female,25-34,Rural,"58.92"
Tamil,Nadu,2010,Female,35-44,Urban,"61.97"
Tamil,Nadu,2010,Female,35-44,Rural,"70.9"
Tamil,Nadu,2010,Female,45-54,Urban,"62.56"
Tamil,Nadu,2010,Female,45-54,Rural,"66.03"
Tamil,Nadu,2010,Female,55+,Urban,"56.75"
Tamil,Nadu,2010,Female,55+,Rural,"64.81"
Tamil,Nadu,2011,Male,15-24,Urban,"78.61"
Tamil,Nadu,2011,Male,15-24,Rural,"72.09"
Tamil,Nadu,2011,Male,25-34,Urban,"67.34"
Tamil,Nadu,2011,Male,25-34,Rural,"87.32"
Tamil,Nadu,2011,Male,35-44,Urban,"94.68"
Tamil,Nadu,2011,Male,35-44,Rural,"87.84"
Tamil,Nadu,2011,Male,45-54,Urban,"66.6"
Tamil,Nadu,2011,Male,45-54,Rural,"87.22"
Tamil,Nadu,2011,Male,55+,Urban,"57.6"
Tamil,Nadu,2011,Male,55+,Rural,"56.52"
Tamil,Nadu,2011,Female,15-24,Urban,"67.28"
Tamil,Nadu,2011,Female,15-24,Rural,"90.39"
Tamil,Nadu,2011,Female,25-34,Urban,"62.32"
Tamil,Nadu,2011,Female,25-34,Rural,"53.16"
Tamil,Nadu,2011,Female,35-44,Urban,"56.59"
Tamil,Nadu,2011,Female,35-44,Rural,"92.94"
Tamil,Nadu,2011,Female,45-54,Urban,"81.69"
Tamil,Nadu,2011,Female,45-54,Rural,"62.66"
Tamil,Nadu,2011,Female,55+,Urban,"77.76"
Tamil,Nadu,2011,Female,55+,Rural,"76.38"
Tamil,Nadu,2012,Male,15-24,Urban,"82.77"
Tamil,Nadu,2012,Male,15-24,Rural,"61.66"
Tamil,Nadu,2012,Male,25-34,Urban,"93.22"
Tamil,Nadu,2012,Male,25-34,Rural,"65.47"
Tamil,Nadu,2012,Male,35-44,Urban,"84.71"
Tamil,Nadu,2012,Male,35-44,Rural,"50.81"
Tamil,Nadu,2012,Male,45-54,Urban,"68.63"
Tamil,Nadu,2012,Male,45-54,Rural,"67.59"
Tamil,Nadu,2012,Male,55+,Urban,"77.17"
Tamil,Nadu,2012,Male,55+,Rural,"53.64"
Tamil,Nadu,2012,Female,15-24,Urban,"89.51"
Tamil,Nadu,2012,Female,15-24,Rural,"60.89"
Tamil,Nadu,2012,Female,25-34,Urban,"83.85"
Tamil,Nadu,2012,Female,25-34,Rural,"90.16"
Tamil,Nadu,2012,Female,35-44,Urban,"78.09"
Tamil,Nadu,2012,Female,35-44,Rural,"87.04"
Tamil,Nadu,2012,Female,45-54,Urban,"83.09"
Tamil,Nadu,2012,Female,45-54,Rural,"67.78"
Tamil,Nadu,2012,Female,55+,Urban,"90.44"
Tamil,Nadu,2012,Female,55+,Rural,"64.74"
Tamil,Nadu,2013,Male,15-24,Urban,"78.56"
Tamil,Nadu,2013,Male,15-24,Rural,"87.27"
Tamil,Nadu,2013,Male,25-34,Urban,"68.95"
Tamil,Nadu,2013,Male,25-34,Rural,"65.14"
Tamil,Nadu,2013,Male,35-44,Urban,"72.97"
Tamil,Nadu,2013,Male,35-44,Rural,"90.9"
Tamil,Nadu,2013,Male,45-54,Urban,"96.5"
Tamil,Nadu,2013,Male,45-54,Rural,"77.25"
Tamil,Nadu,2013,Male,55+,Urban,"83.07"
Tamil,Nadu,2013,Male,55+,Rural,"95.16"
Tamil,Nadu,2013,Female,15-24,Urban,"54.93"
Tamil,Nadu,2013,Female,15-24,Rural,"61.6"
Tamil,Nadu,2013,Female,25-34,Urban,"85.45"
Tamil,Nadu,2013,Female,25-34,Rural,"91.19"
Tamil,Nadu,2013,Female,35-44,Urban,"92.85"
Tamil,Nadu,2013,Female,35-44,Rural,"70.76"
Tamil,Nadu,2013,Female,45-54,Urban,"54.47"
Tamil,Nadu,2013,Female,45-54,Rural,"71.89"
Tamil,Nadu,2013,Female,55+,Urban,"61.54"
Tamil,Nadu,2013,Female,55+,Rural,"64.56"
Tamil,Nadu,2014,Male,15-24,Urban,"88.61"
Tamil,Nadu,2014,Male,15-24,Rural,"53.78"
Tamil,Nadu,2014,Male,25-34,Urban,"91.38"
Tamil,Nadu,2014,Male,25-34,Rural,"71.38"
Tamil,Nadu,2014,Male,35-44,Urban,"79.8"
Tamil,Nadu,2014,Male,35-44,Rural,"54.48"
Tamil,Nadu,2014,Male,45-54,Urban,"66.87"
Tamil,Nadu,2014,Male,45-54,Rural,"54.49"
Tamil,Nadu,2014,Male,55+,Urban,"98.08"
Tamil,Nadu,2014,Male,55+,Rural,"90.36"
Tamil,Nadu,2014,Female,15-24,Urban,"72.98"
Tamil,Nadu,2014,Female,15-24,Rural,"61.18"
Tamil,Nadu,2014,Female,25-34,Urban,"96.67"
Tamil,Nadu,2014,Female,25-34,Rural,"67.23"
Tamil,Nadu,2014,Female,35-44,Urban,"58.05"
Tamil,Nadu,2014,Female,35-44,Rural,"78.16"
Tamil,Nadu,2014,Female,45-54,Urban,"97.19"
Tamil,Nadu,2014,Female,45-54,Rural,"50.19"
Tamil,Nadu,2014,Female,55+,Urban,"61.91"
Tamil,Nadu,2014,Female,55+,Rural,"96.92"
Tamil,Nadu,2015,Male,15-24,Urban,"58.55"
Tamil,Nadu,2015,Male,15-24,Rural,"55.66"
Tamil,Nadu,2015,Male,25-34,Urban,"78.51"
Tamil,Nadu,2015,Male,25-34,Rural,"93.09"
Tamil,Nadu,2015,Male,35-44,Urban,"73.86"
Tamil,Nadu,2015,Male,35-44,Rural,"99.73"
Tamil,Nadu,2015,Male,45-54,Urban,"83.96"
Tamil,Nadu,2015,Male,45-54,Rural,"53.7"
Tamil,Nadu,2015,Male,55+,Urban,"99.64"
Tamil,Nadu,2015,Male,55+,Rural,"70.39"
Tamil,Nadu,2015,Female,15-24,Urban,"64.37"
Tamil,Nadu,2015,Female,15-24,Rural,"77.89"
Tamil,Nadu,2015,Female,25-34,Urban,"65.22"
Tamil,Nadu,2015,Female,25-34,Rural,"54.32"
Tamil,Nadu,2015,Female,35-44,Urban,"50.07"
Tamil,Nadu,2015,Female,35-44,Rural,"72.48"
Tamil,Nadu,2015,Female,45-54,Urban,"91.84"
Tamil,Nadu,2015,Female,45-54,Rural,"78.62"
Tamil,Nadu,2015,Female,55+,Urban,"99.96"
Tamil,Nadu,2015,Female,55+,Rural,"64.34"
Tamil,Nadu,2016,Male,15-24,Urban,"64.02"
Tamil,Nadu,2016,Male,15-24,Rural,"57.99"
Tamil,Nadu,2016,Male,25-34,Urban,"58.2"
Tamil,Nadu,2016,Male,25-34,Rural,"64.26"
Tamil,Nadu,2016,Male,35-44,Urban,"89.64"
Tamil,Nadu,2016,Male,35-44,Rural,"95.29"
Tamil,Nadu,2016,Male,45-54,Urban,"98.75"
Tamil,Nadu,2016,Male,45-54,Rural,"61.61"
Tamil,Nadu,2016,Male,55+,Urban,"94.06"
Tamil,Nadu,2016,Male,55+,Rural,"66.41"
Tamil,Nadu,2016,Female,15-24,Urban,"55.64"
Tamil,Nadu,2016,Female,15-24,Rural,"93.5"
Tamil,Nadu,2016,Female,25-34,Urban,"81.81"
Tamil,Nadu,2016,Female,25-34,Rural,"58.24"
Tamil,Nadu,2016,Female,35-44,Urban,"71.49"
Tamil,Nadu,2016,Female,35-44,Rural,"64.36"
Tamil,Nadu,2016,Female,45-54,Urban,"86.84"
Tamil,Nadu,2016,Female,45-54,Rural,"72.67"
Tamil,Nadu,2016,Female,55+,Urban,"99.46"
Tamil,Nadu,2016,Female,55+,Rural,"52.74"
Tamil,Nadu,2017,Male,15-24,Urban,"67.75"
Tamil,Nadu,2017,Male,15-24,Rural,"74.1"
Tamil,Nadu,2017,Male,25-34,Urban,"75.16"
Tamil,Nadu,2017,Male,25-34,Rural,"65.8"
Tamil,Nadu,2017,Male,35-44,Urban,"86.46"
Tamil,Nadu,2017,Male,35-44,Rural,"93.74"
Tamil,Nadu,2017,Male,45-54,Urban,"96.94"
Tamil,Nadu,2017,Male,45-54,Rural,"90.25"
Tamil,Nadu,2017,Male,55+,Urban,"92.53"
Tamil,Nadu,2017,Male,55+,Rural,"77.53"
Tamil,Nadu,2017,Female,15-24,Urban,"91.29"
Tamil,Nadu,2017,Female,15-24,Rural,"65.18"
Tamil,Nadu,2017,Female,25-34,Urban,"69.92"
Tamil,Nadu,2017,Female,25-34,Rural,"65.85"
Tamil,Nadu,2017,Female,35-44,Urban,"73.37"
Tamil,Nadu,2017,Female,35-44,Rural,"64.28"
Tamil,Nadu,2017,Female,45-54,Urban,"98.08"
Tamil,Nadu,2017,Female,45-54,Rural,"65.64"
Tamil,Nadu,2017,Female,55+,Urban,"54.9"
Tamil,Nadu,2017,Female,55+,Rural,"76.34"
Tamil,Nadu,2018,Male,15-24,Urban,"52.85"
Tamil,Nadu,2018,Male,15-24,Rural,"55.53"
Tamil,Nadu,2018,Male,25-34,Urban,"60.97"
Tamil,Nadu,2018,Male,25-34,Rural,"73.22"
Tamil,Nadu,2018,Male,35-44,Urban,"71.66"
Tamil,Nadu,2018,Male,35-44,Rural,"89.98"
Tamil,Nadu,2018,Male,45-54,Urban,"86.97"
Tamil,Nadu,2018,Male,45-54,Rural,"71.32"
Tamil,Nadu,2018,Male,55+,Urban,"66.69"
Tamil,Nadu,2018,Male,55+,Rural,"65.82"
Tamil,Nadu,2018,Female,15-24,Urban,"88.7"
Tamil,Nadu,2018,Female,15-24,Rural,"52.6"
Tamil,Nadu,2018,Female,25-34,Urban,"50.64"
Tamil,Nadu,2018,Female,25-34,Rural,"89.78"
Tamil,Nadu,2018,Female,35-44,Urban,"73.86"
Tamil,Nadu,2018,Female,35-44,Rural,"56.54"
Tamil,Nadu,2018,Female,45-54,Urban,"61.78"
Tamil,Nadu,2018,Female,45-54,Rural,"96.63"
Tamil,Nadu,2018,Female,55+,Urban,"92.98"
Tamil,Nadu,2018,Female,55+,Rural,"85.49"
Tamil,Nadu,2019,Male,15-24,Urban,"74.11"
Tamil,Nadu,2019,Male,15-24,Rural,"76.02"
Tamil,Nadu,2019,Male,25-34,Urban,"98.76"
Tamil,Nadu,2019,Male,25-34,Rural,"98.29"
Tamil,Nadu,2019,Male,35-44,Urban,"60.76"
Tamil,Nadu,2019,Male,35-44,Rural,"90.56"
Tamil,Nadu,2019,Male,45-54,Urban,"59.86"
Tamil,Nadu,2019,Male,45-54,Rural,"60.68"
Tamil,Nadu,2019,Male,55+,Urban,"83.8"
Tamil,Nadu,2019,Male,55+,Rural,"70.25"
Tamil,Nadu,2019,Female,15-24,Urban,"96.58"
Tamil,Nadu,2019,Female,15-24,Rural,"54.45"
Tamil,Nadu,2019,Female,25-34,Urban,"75.58"
Tamil,Nadu,2019,Female,25-34,Rural,"95.93"
Tamil,Nadu,2019,Female,35-44,Urban,"95.21"
Tamil,Nadu,2019,Female,35-44,Rural,"57.83"
Tamil,Nadu,2019,Female,45-54,Urban,"68.33"
Tamil,Nadu,2019,Female,45-54,Rural,"80.96"
Tamil,Nadu,2019,Female,55+,Urban,"57.97"
Tamil,Nadu,2019,Female,55+,Rural,"98.4"
Tamil,Nadu,2020,Male,15-24,Urban,"95.74"
Tamil,Nadu,2020,Male,15-24,Rural,"58.35"
Tamil,Nadu,2020,Male,25-34,Urban,"56.06"
Tamil,Nadu,2020,Male,25-34,Rural,"54.27"
Tamil,Nadu,2020,Male,35-44,Urban,"95.47"
Tamil,Nadu,2020,Male,35-44,Rural,"59.68"
Tamil,Nadu,2020,Male,45-54,Urban,"70.81"
Tamil,Nadu,2020,Male,45-54,Rural,"72.44"
Tamil,Nadu,2020,Male,55+,Urban,"79.95"
Tamil,Nadu,2020,Male,55+,Rural,"53.59"
Tamil,Nadu,2020,Female,15-24,Urban,"61.34"
Tamil,Nadu,2020,Female,15-24,Rural,"96.57"
Tamil,Nadu,2020,Female,25-34,Urban,"95.42"
Tamil,Nadu,2020,Female,25-34,Rural,"89.06"
Tamil,Nadu,2020,Female,35-44,Urban,"50.97"
Tamil,Nadu,2020,Female,35-44,Rural,"66.35"
Tamil,Nadu,2020,Female,45-54,Urban,"81.4"
Tamil,Nadu,2020,Female,45-54,Rural,"63.76"
Tamil,Nadu,2020,Female,55+,Urban,"95.48"
Tamil,Nadu,2020,Female,55+,Rural,"81.69"
Tamil,Nadu,2021,Male,15-24,Urban,"53.6"
Tamil,Nadu,2021,Male,15-24,Rural,"95.45"
Tamil,Nadu,2021,Male,25-34,Urban,"97.89"
Tamil,Nadu,2021,Male,25-34,Rural,"53.89"
Tamil,Nadu,2021,Male,35-44,Urban,"76.62"
Tamil,Nadu,2021,Male,35-44,Rural,"65.17"
Tamil,Nadu,2021,Male,45-54,Urban,"69.64"
Tamil,Nadu,2021,Male,45-54,Rural,"58.98"
Tamil,Nadu,2021,Male,55+,Urban,"78.9"
Tamil,Nadu,2021,Male,55+,Rural,"97.9"
Tamil,Nadu,2021,Female,15-24,Urban,"75.15"
Tamil,Nadu,2021,Female,15-24,Rural,"54.15"
Tamil,Nadu,2021,Female,25-34,Urban,"81.0"
Tamil,Nadu,2021,Female,25-34,Rural,"67.01"
Tamil,Nadu,2021,Female,35-44,Urban,"92.8"
Tamil,Nadu,2021,Female,35-44,Rural,"71.73"
Tamil,Nadu,2021,Female,45-54,Urban,"59.64"
Tamil,Nadu,2021,Female,45-54,Rural,"59.56"
Tamil,Nadu,2021,Female,55+,Urban,"88.44"
Tamil,Nadu,2021,Female,55+,Rural,"63.28"
Tamil,Nadu,2022,Male,15-24,Urban,"88.36"
Tamil,Nadu,2022,Male,15-24,Rural,"60.29"
Tamil,Nadu,2022,Male,25-34,Urban,"66.08"
Tamil,Nadu,2022,Male,25-34,Rural,"73.27"
Tamil,Nadu,2022,Male,35-44,Urban,"97.16"
Tamil,Nadu,2022,Male,35-44,Rural,"96.59"
Tamil,Nadu,2022,Male,45-54,Urban,"60.34"
Tamil,Nadu,2022,Male,45-54,Rural,"67.91"
Tamil,Nadu,2022,Male,55+,Urban,"57.47"
Tamil,Nadu,2022,Male,55+,Rural,"75.5"
Tamil,Nadu,2022,Female,15-24,Urban,"73.03"
Tamil,Nadu,2022,Female,15-24,Rural,"95.04"
Tamil,Nadu,2022,Female,25-34,Urban,"96.5"
Tamil,Nadu,2022,Female,25-34,Rural,"69.18"
Tamil,Nadu,2022,Female,35-44,Urban,"74.59"
Tamil,Nadu,2022,Female,35-44,Rural,"94.81"
Tamil,Nadu,2022,Female,45-54,Urban,"90.34"
Tamil,Nadu,2022,Female,45-54,Rural,"50.18"
Tamil,Nadu,2022,Female,55+,Urban,"66.0"
Tamil,Nadu,2022,Female,55+,Rural,"71.09"
Uttar,Pradesh,2000,Male,15-24,Urban,"61.49"
Uttar,Pradesh,2000,Male,15-24,Rural,"59.98"
Uttar,Pradesh,2000,Male,25-34,Urban,"51.89"
Uttar,Pradesh,2000,Male,25-34,Rural,"82.17"
Uttar,Pradesh,2000,Male,35-44,Urban,"63.13"
Uttar,Pradesh,2000,Male,35-44,Rural,"52.62"
Uttar,Pradesh,2000,Male,45-54,Urban,"61.55"
Uttar,Pradesh,2000,Male,45-54,Rural,"90.1"
Uttar,Pradesh,2000,Male,55+,Urban,"92.57"
Uttar,Pradesh,2000,Male,55+,Rural,"74.15"
Uttar,Pradesh,2000,Female,15-24,Urban,"70.8"
Uttar,Pradesh,2000,Female,15-24,Rural,"98.89"
Uttar,Pradesh,2000,Female,25-34,Urban,"60.03"
Uttar,Pradesh,2000,Female,25-34,Rural,"60.77"
Uttar,Pradesh,2000,Female,35-44,Urban,"64.59"
Uttar,Pradesh,2000,Female,35-44,Rural,"58.64"
Uttar,Pradesh,2000,Female,45-54,Urban,"68.97"
Uttar,Pradesh,2000,Female,45-54,Rural,"95.54"
Uttar,Pradesh,2000,Female,55+,Urban,"80.77"
Uttar,Pradesh,2000,Female,55+,Rural,"70.6"
Uttar,Pradesh,2001,Male,15-24,Urban,"96.72"
Uttar,Pradesh,2001,Male,15-24,Rural,"52.42"
Uttar,Pradesh,2001,Male,25-34,Urban,"60.51"
Uttar,Pradesh,2001,Male,25-34,Rural,"78.29"
Uttar,Pradesh,2001,Male,35-44,Urban,"80.78"
Uttar,Pradesh,2001,Male,35-44,Rural,"51.98"
Uttar,Pradesh,2001,Male,45-54,Urban,"70.15"
Uttar,Pradesh,2001,Male,45-54,Rural,"82.46"
Uttar,Pradesh,2001,Male,55+,Urban,"84.9"
Uttar,Pradesh,2001,Male,55+,Rural,"81.91"
Uttar,Pradesh,2001,Female,15-24,Urban,"66.03"
Uttar,Pradesh,2001,Female,15-24,Rural,"54.68"
Uttar,Pradesh,2001,Female,25-34,Urban,"71.36"
Uttar,Pradesh,2001,Female,25-34,Rural,"56.44"
Uttar,Pradesh,2001,Female,35-44,Urban,"97.38"
Uttar,Pradesh,2001,Female,35-44,Rural,"73.76"
Uttar,Pradesh,2001,Female,45-54,Urban,"65.86"
Uttar,Pradesh,2001,Female,45-54,Rural,"88.32"
Uttar,Pradesh,2001,Female,55+,Urban,"74.9"
Uttar,Pradesh,2001,Female,55+,Rural,"65.5"
Uttar,Pradesh,2002,Male,15-24,Urban,"90.6"
Uttar,Pradesh,2002,Male,15-24,Rural,"93.36"
Uttar,Pradesh,2002,Male,25-34,Urban,"83.65"
Uttar,Pradesh,2002,Male,25-34,Rural,"52.35"
Uttar,Pradesh,2002,Male,35-44,Urban,"78.32"
Uttar,Pradesh,2002,Male,35-44,Rural,"88.16"
Uttar,Pradesh,2002,Male,45-54,Urban,"56.83"
Uttar,Pradesh,2002,Male,45-54,Rural,"61.43"
Uttar,Pradesh,2002,Male,55+,Urban,"94.12"
Uttar,Pradesh,2002,Male,55+,Rural,"51.01"
Uttar,Pradesh,2002,Female,15-24,Urban,"87.64"
Uttar,Pradesh,2002,Female,15-24,Rural,"73.69"
Uttar,Pradesh,2002,Female,25-34,Urban,"72.34"
Uttar,Pradesh,2002,Female,25-34,Rural,"50.35"
Uttar,Pradesh,2002,Female,35-44,Urban,"90.97"
Uttar,Pradesh,2002,Female,35-44,Rural,"67.99"
Uttar,Pradesh,2002,Female,45-54,Urban,"77.04"
Uttar,Pradesh,2002,Female,45-54,Rural,"83.87"
Uttar,Pradesh,2002,Female,55+,Urban,"85.13"
Uttar,Pradesh,2002,Female,55+,Rural,"97.8"
Uttar,Pradesh,2003,Male,15-24,Urban,"76.57"
Uttar,Pradesh,2003,Male,15-24,Rural,"69.99"
Uttar,Pradesh,2003,Male,25-34,Urban,"97.69"
Uttar,Pradesh,2003,Male,25-34,Rural,"82.11"
Uttar,Pradesh,2003,Male,35-44,Urban,"64.91"
Uttar,Pradesh,2003,Male,35-44,Rural,"56.32"
Uttar,Pradesh,2003,Male,45-54,Urban,"92.13"
Uttar,Pradesh,2003,Male,45-54,Rural,"68.11"
Uttar,Pradesh,2003,Male,55+,Urban,"83.02"
Uttar,Pradesh,2003,Male,55+,Rural,"73.54"
Uttar,Pradesh,2003,Female,15-24,Urban,"59.95"
Uttar,Pradesh,2003,Female,15-24,Rural,"80.08"
Uttar,Pradesh,2003,Female,25-34,Urban,"53.03"
Uttar,Pradesh,2003,Female,25-34,Rural,"70.67"
Uttar,Pradesh,2003,Female,35-44,Urban,"77.33"
Uttar,Pradesh,2003,Female,35-44,Rural,"71.8"
Uttar,Pradesh,2003,Female,45-54,Urban,"87.43"
Uttar,Pradesh,2003,Female,45-54,Rural,"91.4"
Uttar,Pradesh,2003,Female,55+,Urban,"88.56"
Uttar,Pradesh,2003,Female,55+,Rural,"51.94"
Uttar,Pradesh,2004,Male,15-24,Urban,"59.71"
Uttar,Pradesh,2004,Male,15-24,Rural,"76.83"
Uttar,Pradesh,2004,Male,25-34,Urban,"96.74"
Uttar,Pradesh,2004,Male,25-34,Rural,"91.75"
Uttar,Pradesh,2004,Male,35-44,Urban,"92.13"
Uttar,Pradesh,2004,Male,35-44,Rural,"65.16"
Uttar,Pradesh,2004,Male,45-54,Urban,"71.47"
Uttar,Pradesh,2004,Male,45-54,Rural,"73.54"
Uttar,Pradesh,2004,Male,55+,Urban,"57.87"
Uttar,Pradesh,2004,Male,55+,Rural,"51.55"
Uttar,Pradesh,2004,Female,15-24,Urban,"97.35"
Uttar,Pradesh,2004,Female,15-24,Rural,"62.04"
Uttar,Pradesh,2004,Female,25-34,Urban,"62.0"
Uttar,Pradesh,2004,Female,25-34,Rural,"54.17"
Uttar,Pradesh,2004,Female,35-44,Urban,"96.43"
Uttar,Pradesh,2004,Female,35-44,Rural,"78.99"
Uttar,Pradesh,2004,Female,45-54,Urban,"83.35"
Uttar,Pradesh,2004,Female,45-54,Rural,"95.58"
Uttar,Pradesh,2004,Female,55+,Urban,"67.28"
Uttar,Pradesh,2004,Female,55+,Rural,"81.08"
Uttar,Pradesh,2005,Male,15-24,Urban,"51.94"
Uttar,Pradesh,2005,Male,15-24,Rural,"59.34"
Uttar,Pradesh,2005,Male,25-34,Urban,"91.56"
Uttar,Pradesh,2005,Male,25-34,Rural,"88.34"
Uttar,Pradesh,2005,Male,35-44,Urban,"67.53"
Uttar,Pradesh,2005,Male,35-44,Rural,"68.84"
Uttar,Pradesh,2005,Male,45-54,Urban,"76.68"
Uttar,Pradesh,2005,Male,45-54,Rural,"50.01"
Uttar,Pradesh,2005,Male,55+,Urban,"62.06"
Uttar,Pradesh,2005,Male,55+,Rural,"60.41"
Uttar,Pradesh,2005,Female,15-24,Urban,"62.52"
Uttar,Pradesh,2005,Female,15-24,Rural,"90.3"
Uttar,Pradesh,2005,Female,25-34,Urban,"63.98"
Uttar,Pradesh,2005,Female,25-34,Rural,"59.58"
Uttar,Pradesh,2005,Female,35-44,Urban,"75.21"
Uttar,Pradesh,2005,Female,35-44,Rural,"93.28"
Uttar,Pradesh,2005,Female,45-54,Urban,"62.07"
Uttar,Pradesh,2005,Female,45-54,Rural,"53.93"
Uttar,Pradesh,2005,Female,55+,Urban,"67.82"
Uttar,Pradesh,2005,Female,55+,Rural,"87.38"
Uttar,Pradesh,2006,Male,15-24,Urban,"77.53"
Uttar,Pradesh,2006,Male,15-24,Rural,"90.84"
Uttar,Pradesh,2006,Male,25-34,Urban,"97.98"
Uttar,Pradesh,2006,Male,25-34,Rural,"89.63"
Uttar,Pradesh,2006,Male,35-44,Urban,"80.19"
Uttar,Pradesh,2006,Male,35-44,Rural,"74.67"
Uttar,Pradesh,2006,Male,45-54,Urban,"52.0"
Uttar,Pradesh,2006,Male,45-54,Rural,"99.22"
Uttar,Pradesh,2006,Male,55+,Urban,"69.17"
Uttar,Pradesh,2006,Male,55+,Rural,"57.61"
Uttar,Pradesh,2006,Female,15-24,Urban,"83.34"
Uttar,Pradesh,2006,Female,15-24,Rural,"64.21"
Uttar,Pradesh,2006,Female,25-34,Urban,"79.29"
Uttar,Pradesh,2006,Female,25-34,Rural,"79.34"
Uttar,Pradesh,2006,Female,35-44,Urban,"72.29"
Uttar,Pradesh,2006,Female,35-44,Rural,"91.81"
Uttar,Pradesh,2006,Female,45-54,Urban,"63.25"
Uttar,Pradesh,2006,Female,45-54,Rural,"72.43"
Uttar,Pradesh,2006,Female,55+,Urban,"76.88"
Uttar,Pradesh,2006,Female,55+,Rural,"83.18"
Uttar,Pradesh,2007,Male,15-24,Urban,"89.2"
Uttar,Pradesh,2007,Male,15-24,Rural,"69.74"
Uttar,Pradesh,2007,Male,25-34,Urban,"82.3"
Uttar,Pradesh,2007,Male,25-34,Rural,"57.53"
Uttar,Pradesh,2007,Male,35-44,Urban,"96.63"
Uttar,Pradesh,2007,Male,35-44,Rural,"69.15"
Uttar,Pradesh,2007,Male,45-54,Urban,"86.48"
Uttar,Pradesh,2007,Male,45-54,Rural,"51.02"
Uttar,Pradesh,2007,Male,55+,Urban,"60.26"
Uttar,Pradesh,2007,Male,55+,Rural,"74.35"
Uttar,Pradesh,2007,Female,15-24,Urban,"93.91"
Uttar,Pradesh,2007,Female,15-24,Rural,"76.36"
Uttar,Pradesh,2007,Female,25-34,Urban,"96.49"
Uttar,Pradesh,2007,Female,25-34,Rural,"74.19"
Uttar,Pradesh,2007,Female,35-44,Urban,"74.52"
Uttar,Pradesh,2007,Female,35-44,Rural,"55.99"
Uttar,Pradesh,2007,Female,45-54,Urban,"90.13"
Uttar,Pradesh,2007,Female,45-54,Rural,"62.35"
Uttar,Pradesh,2007,Female,55+,Urban,"94.98"
Uttar,Pradesh,2007,Female,55+,Rural,"95.54"
Uttar,Pradesh,2008,Male,15-24,Urban,"97.17"
Uttar,Pradesh,2008,Male,15-24,Rural,"76.01"
Uttar,Pradesh,2008,Male,25-34,Urban,"83.85"
Uttar,Pradesh,2008,Male,25-34,Rural,"88.93"
Uttar,Pradesh,2008,Male,35-44,Urban,"56.55"
Uttar,Pradesh,2008,Male,35-44,Rural,"80.05"
Uttar,Pradesh,2008,Male,45-54,Urban,"51.71"
Uttar,Pradesh,2008,Male,45-54,Rural,"74.88"
Uttar,Pradesh,2008,Male,55+,Urban,"57.74"
Uttar,Pradesh,2008,Male,55+,Rural,"59.15"
Uttar,Pradesh,2008,Female,15-24,Urban,"68.25"
Uttar,Pradesh,2008,Female,15-24,Rural,"71.62"
Uttar,Pradesh,2008,Female,25-34,Urban,"81.16"
Uttar,Pradesh,2008,Female,25-34,Rural,"53.72"
Uttar,Pradesh,2008,Female,35-44,Urban,"75.18"
Uttar,Pradesh,2008,Female,35-44,Rural,"59.13"
Uttar,Pradesh,2008,Female,45-54,Urban,"78.7"
Uttar,Pradesh,2008,Female,45-54,Rural,"81.87"
Uttar,Pradesh,2008,Female,55+,Urban,"77.84"
Uttar,Pradesh,2008,Female,55+,Rural,"86.91"
Uttar,Pradesh,2009,Male,15-24,Urban,"66.78"
Uttar,Pradesh,2009,Male,15-24,Rural,"88.26"
Uttar,Pradesh,2009,Male,25-34,Urban,"71.64"
Uttar,Pradesh,2009,Male,25-34,Rural,"74.21"
Uttar,Pradesh,2009,Male,35-44,Urban,"82.41"
Uttar,Pradesh,2009,Male,35-44,Rural,"50.92"
Uttar,Pradesh,2009,Male,45-54,Urban,"82.7"
Uttar,Pradesh,2009,Male,45-54,Rural,"80.93"
Uttar,Pradesh,2009,Male,55+,Urban,"65.49"
Uttar,Pradesh,2009,Male,55+,Rural,"54.29"
Uttar,Pradesh,2009,Female,15-24,Urban,"54.55"
Uttar,Pradesh,2009,Female,15-24,Rural,"96.16"
Uttar,Pradesh,2009,Female,25-34,Urban,"84.46"
Uttar,Pradesh,2009,Female,25-34,Rural,"56.36"
Uttar,Pradesh,2009,Female,35-44,Urban,"67.84"
Uttar,Pradesh,2009,Female,35-44,Rural,"79.62"
Uttar,Pradesh,2009,Female,45-54,Urban,"91.78"
Uttar,Pradesh,2009,Female,45-54,Rural,"52.18"
Uttar,Pradesh,2009,Female,55+,Urban,"61.83"
Uttar,Pradesh,2009,Female,55+,Rural,"94.49"
Uttar,Pradesh,2010,Male,15-24,Urban,"50.46"
Uttar,Pradesh,2010,Male,15-24,Rural,"60.07"
Uttar,Pradesh,2010,Male,25-34,Urban,"97.95"
Uttar,Pradesh,2010,Male,25-34,Rural,"80.67"
Uttar,Pradesh,2010,Male,35-44,Urban,"63.08"
Uttar,Pradesh,2010,Male,35-44,Rural,"53.35"
Uttar,Pradesh,2010,Male,45-54,Urban,"51.41"
Uttar,Pradesh,2010,Male,45-54,Rural,"62.24"
Uttar,Pradesh,2010,Male,55+,Urban,"94.07"
Uttar,Pradesh,2010,Male,55+,Rural,"70.8"
Uttar,Pradesh,2010,Female,15-24,Urban,"86.02"
Uttar,Pradesh,2010,Female,15-24,Rural,"95.91"
Uttar,Pradesh,2010,Female,25-34,Urban,"70.4"
